------------------------------------------------------------------------
Top Pages for,sive.rs
Sorted by,page_authority
Filter,all
------------------------------------------------------------------------

URL,Title,Total Links,PA,Linking Domains to Page,HTTP Status Code,Outbound Domains from Page,Outbound Links from Page
sive.rs/hy1,About this book | Derek Sivers,35,33,18,200,0,0
sive.rs/lofi,Version 0.1 = Start lo-fi | Derek Sivers,54,33,18,200,0,0
sive.rs/no-bullseye,Aim for the edges. | Derek Sivers,30,33,17,200,0,0
sive.rs/casual,It’s OK to be casual | Derek Sivers,26,33,14,200,0,0
sive.rs/dw,Doors and windows and what’s real | Derek Sivers,166,33,49,200,1,2
sive.rs/1idea,Shine a spotlight on one idea at a time. | Derek Sivers,206,33,62,200,0,0
m.sive.rs/2020-02-DerekSivers-JordanParis.mp3,,21,33,12,,0,0
sive.rs/quantity,"Assume the basic sale, and go for quantity | Derek Sivers",30,33,15,200,0,0
sive.rs/papabill,Papa Bill: I don’t need to worry about you. | Derek Sivers,49,33,16,200,0,0
sive.rs/exclude2,Proudly exclude people | Derek Sivers,27,33,15,200,0,0
sive.rs/changeplan,"Just like that, my plan completely changed | Derek Sivers",24,33,13,200,0,0
sive.rs/noboss,Rock stars have a boss? | Derek Sivers,81,33,33,200,1,1
sive.rs/shrtd,Make people curious in one sentence. | Derek Sivers,27,33,15,200,0,0
sive.rs/exclude,Proudly exclude most people. | Derek Sivers,49,33,17,200,0,0
sive.rs/punish,Don’t punish everyone for one person’s mistake | Derek Sivers,104,33,41,200,0,0
sive.rs/mistake,My $3.3M mistake | Derek Sivers,2643,33,57,200,0,0
sive.rs/tra,"To hone your writing, hire a translator. | Derek Sivers",75,33,25,200,0,0
sive.rs/homeless,There’s no place like home | Derek Sivers,66,33,19,200,2,11
sive.rs/mn1,Shed your money taboos. | Derek Sivers,49,33,32,200,0,0
m.sive.rs/2020-05-DerekSivers-TechY.mp3,,23,33,13,,0,0
sive.rs/people1,It’s just people inside the machine! | Derek Sivers,24,33,14,200,0,0
sive.rs/fanwork,Put your fans to work. | Derek Sivers,26,33,14,200,0,0
sive.rs/see-musicthoughts,MusicThoughts.com | Derek Sivers,51,33,16,200,1,1
sive.rs/realrebel,Real rebellion is going to school wearing a clown suit | Derek Sivers,24,33,14,200,1,2
sive.rs/book/ArtOfLearning,The Art of Learning - by Josh Waitzkin | Derek Sivers,90,33,41,200,1,1
m.sive.rs/2020-05-DerekSivers-TJay.mp3,,20,33,12,,0,0
sive.rs/unclear,You should feel pain when unclear | Derek Sivers,120,33,45,200,0,0
sive.rs/hych,Always think how you can help someone. | Derek Sivers,26,33,14,200,0,0
m.sive.rs/2020-05-DerekSivers-InsideEducation.mp3,,21,33,12,,0,0
sive.rs/la,Advice on moving to Los Angeles | Derek Sivers,110,33,38,200,0,0
sive.rs/senses,Touch as many of their senses as you can. | Derek Sivers,26,33,14,200,0,0
sive.rs/reach,Creative communication | Derek Sivers,30,33,17,200,0,0
sive.rs/book/SeekingWisdom,Seeking Wisdom - by Peter Bevelin | Derek Sivers,158,33,64,200,1,1
sive.rs/session-musician,Advice for a 19-year-old guitarist who wants to be a session musician. | Derek Sivers,60,33,20,200,0,0
sive.rs/early,Early drafts of great work are encouraging | Derek Sivers,55,33,21,200,4,13
sive.rs/college,A Musician’s Advice About the College Market | Derek Sivers,33,33,17,200,2,3
sive.rs/gbp,A good plan wins no matter what happens. | Derek Sivers,29,33,16,200,0,0
sive.rs/make-you-happy,Don’t... if you think it’s going to make you happy | Derek Sivers,25,33,14,200,0,0
sive.rs/loss,My loss | Derek Sivers,126,33,42,200,0,0
sive.rs/music,Music | Derek Sivers,71,33,37,200,0,0
sive.rs/wrong,Some will always say you’re wrong | Derek Sivers,118,33,43,200,0,0
sive.rs/isms,Tour -isms | Derek Sivers,47,33,15,200,2,2
m.sive.rs/2020-05-DerekSivers-InspiredMoney.mp3,,21,33,12,,0,0
sive.rs/images/sivers-amazon-2013-07-19.png,,24,33,13,,0,0
sive.rs/songfeedback,What do you do for feedback on a new song you’re writing? | Derek Sivers,52,33,18,200,0,0
sive.rs/nomu,Describe your music like a non-musician. | Derek Sivers,26,33,14,200,0,0
m.sive.rs/2020-04-DerekSivers-ColdEmail.mp3,,20,33,12,,0,0
sive.rs/dontneed,Like you don’t need the money | Derek Sivers,27,33,15,200,0,0
m.sive.rs/2020-04-DerekSivers-BalancingDads.mp3,,20,33,10,,0,0
m.sive.rs/2020-03-DerekSivers-MaxFlowgrade.mp3,,20,33,10,,0,0
sive.rs/dym,Don’t know how to describe your music? | Derek Sivers,26,33,14,200,0,0
sive.rs/lines,Are you at the starting line or the finish line? | Derek Sivers,54,33,17,200,0,0
sive.rs/jp14,Understanding Japan | Derek Sivers,80,33,35,200,2,3
m.sive.rs/2019-11-DerekSivers-AmyJoMartin.mp3,,23,33,13,,0,0
sive.rs/sprezzatura,Sprezzatura | Derek Sivers,204,33,35,200,3,5
sive.rs/contrib,"You don’t need confidence, just contribution. | Derek Sivers",176,33,52,200,0,0
m.sive.rs/2020-03-DerekSivers-ModernWisdom.mp3,,20,33,10,,0,0
sive.rs/testm,Test marketing | Derek Sivers,24,33,13,200,0,0
sive.rs/venuemix,Venue for audience to mix their own audio | Derek Sivers,47,33,14,200,1,1
sive.rs/restr,Restrictions will set you free. | Derek Sivers,85,33,17,200,0,0
sive.rs/jam,Customers given too many choices are 10x less likely to buy | Derek Sivers,245,33,96,200,3,3
sive.rs/phoaud,Photos of your audience on your website | Derek Sivers,24,33,13,200,0,0
sive.rs/thinking-doing,Eliminating the time between thinking something and doing it | Derek Sivers,33,33,21,200,2,3
sive.rs/action-reaction,Action-Reaction | Derek Sivers,23,33,13,200,5,7
sive.rs/ppay,Some people like to pay. Let them. | Derek Sivers,65,33,27,200,2,2
sive.rs/letmeknow2,"Listen to my music, and let me know what I should do | Derek Sivers",50,33,16,200,1,1
sive.rs/notwork,Doesn’t feel like work (or I’ve forgotten) | Derek Sivers,52,33,19,200,0,0
sive.rs/book/RollerCoaster,The Entrepreneur Roller Coaster - by Darren Hardy | Derek Sivers,33,33,18,200,1,1
sive.rs/hitswitch,"If it’s not a hit, switch | Derek Sivers",31,33,20,200,0,0
sive.rs/sg14,Understanding Singapore | Derek Sivers,53,33,20,200,1,1
m.sive.rs/2020-04-DerekSivers-LiveYourMission.mp3,,19,33,10,,0,0
sive.rs/makenew,Not happy with existing venues? Make a new one. | Derek Sivers,49,33,15,200,2,3
sive.rs/insidr,Have someone work the inside of the industry. | Derek Sivers,26,33,14,200,0,0
m.sive.rs/2020-05-DerekSivers-WhatYouWillLearn.mp3,,23,33,13,,0,0
sive.rs/interviews,Interviews at sive.rs/i | Derek Sivers,25,33,14,200,0,0
sive.rs/smgf,Small gifts go a long way. | Derek Sivers,26,33,14,200,2,3
sive.rs/pedestal,Pedestals prevent friendships. | Derek Sivers,35,33,23,200,0,0
sive.rs/ideas2,Ideas to Reality | Derek Sivers,25,33,14,200,2,2
m.sive.rs/2020-05-DerekSivers-AliAbdaal.mp3,,21,33,12,,0,0
sive.rs/whycare,"Without a good reason, they won’t bother. | Derek Sivers",38,33,15,200,0,0
sive.rs/drain,Ignore advice that drains you. | Derek Sivers,31,33,16,200,0,0
sive.rs/safety,Safety | Derek Sivers,53,33,16,200,0,0
sive.rs/negz,Human nature to focus on the one bad thing | Derek Sivers,62,33,19,200,0,0
sive.rs/dance-lessons,How to make a movement. Lessons learned from dancing guy. | Derek Sivers,154,33,38,200,3,4
sive.rs/heroes,My heroes | Derek Sivers,49,33,17,200,10,18
sive.rs/circles,Circle of influence — Circle of concern | Derek Sivers,42,33,24,200,1,2
sive.rs/ppweek,Meet three new people every week. | Derek Sivers,26,33,14,200,0,0
sive.rs/sustainable,You need to be profitable to last. | Derek Sivers,51,33,18,200,0,0
sive.rs/caremore,Care about your customers more than about yourself | Derek Sivers,36,33,18,200,0,0
sive.rs/aimee-mullins,Aimee Mullins | Derek Sivers,26,33,15,200,2,2
sive.rs/mentre,Mastering entrepreneurship? | Derek Sivers,25,33,14,200,0,0
sive.rs/nofund,The advantage of no funding | Derek Sivers,27,33,16,200,0,0
sive.rs/gifts,Why I don’t want stuff | Derek Sivers,187,33,64,200,2,4
sive.rs/no-oracle,"Nobody knows the future, so focus on what doesn’t change. | Derek Sivers",91,33,36,200,0,0
sive.rs/pastit,Getting past it | Derek Sivers,42,33,14,200,0,0
sive.rs/blc,The strength of many little customers | Derek Sivers,29,33,17,200,0,0
sive.rs/dont-fight-it,Write? Write. Sleep? Sleep. Read? Read. Don’t fight it. | Derek Sivers,84,33,22,200,0,0
sive.rs/chickens,Have you looked under the chickens? | Derek Sivers,57,33,16,200,0,0
m.sive.rs/2020-04-DerekSivers-RenaissanceLife.mp3,,20,33,11,,0,0
sive.rs/villain,Happiness is letting someone make you the villain | Derek Sivers,71,33,28,200,0,0
sive.rs/wordsm,When your music can’t speak for itself | Derek Sivers,26,33,14,200,0,0
m.sive.rs/2020-02-DerekSivers-FeedingCuriosity.mp3,,21,33,12,,0,0
sive.rs/thor,Thursday = Thor’s day | Derek Sivers,88,33,28,200,0,0
m.sive.rs/2020-05-DerekSivers-FamousFailures.mp3,,21,33,11,,0,0
sive.rs/book/EgoEnemy,Ego Is the Enemy - by Ryan Holiday | Derek Sivers,60,33,29,200,1,1
sive.rs/songwriters-only,Songwriters who don’t perform | Derek Sivers,27,33,16,200,1,1
sive.rs/book/TimeParadox,The Time Paradox - by Philip Zimbardo and John Boyd | Derek Sivers,96,33,54,200,1,1
sive.rs/prgrk,People search harder for the obscure. | Derek Sivers,26,33,14,200,0,0
sive.rs/persistence,Persistence is polite. | Derek Sivers,36,33,22,200,0,0
sive.rs/mosquito,Don’t be a mosquito. | Derek Sivers,28,33,17,200,0,0
sive.rs/1090,"Was 10%, now 90% | Derek Sivers",26,33,14,200,0,0
sive.rs/sammy-cahn,Sammy Cahn said thank you | Derek Sivers,65,33,22,200,5,11
sive.rs/book/NotFuck,The Subtle Art of Not Giving a Fuck - by Mark Manson | Derek Sivers,42,33,26,200,1,1
sive.rs/i,interviews | Derek Sivers,177,33,44,200,0,0
sive.rs/ff2,First Follower idea is all yours | Derek Sivers,104,33,34,200,1,4
sive.rs/how-was-india,How was India? | Derek Sivers,62,33,24,200,2,3
sive.rs/sms,Does your company really want to hang out with me? | Derek Sivers,81,33,28,200,0,0
m.sive.rs/2020-04-DerekSivers-Pausecast.mp3,,19,33,12,,0,0
sive.rs/eg,Wood Egg (my new company) | Derek Sivers,87,33,26,200,3,4
sive.rs/conferences,How to attend a conference | Derek Sivers,157,33,31,200,0,0
sive.rs/ext,Art doesn’t end at the edge of the canvas. | Derek Sivers,56,33,33,200,0,0
sive.rs/futuretense,The challenge: Don’t speak in future tense. | Derek Sivers,102,33,27,200,0,0
sive.rs/real,"A real person, a lot like you | Derek Sivers",590,33,135,200,0,0
m.sive.rs/2020-02-DerekSivers-FutureThinkers.mp3,,20,33,10,,0,0
sive.rs/fela-kuti,Fela Kuti | Derek Sivers,28,33,16,200,2,5
m.sive.rs/2020-01-DerekSivers-MojoRadio.mp3,,22,33,12,,0,0
sive.rs/formalities,Formalities play on fear. Bravely refuse. | Derek Sivers,24,33,13,200,0,0
m.sive.rs/2020-05-DerekSivers-MikeVardy.mp3,,17,33,11,,0,0
sive.rs/no9to5,The security of no security | Derek Sivers,60,33,17,200,0,0
sive.rs/iceland,Iceland | Derek Sivers,38,33,19,200,1,1
m.sive.rs/2020-02-DerekSivers-Jovana.mp3,,21,33,11,,0,0
sive.rs/ayw2,What’s your compass? | Derek Sivers,50,33,18,200,0,0
sive.rs/cs2,Every interaction is your moment to shine | Derek Sivers,17,33,9,200,0,0
sive.rs/book/HowToFail,How to Fail at Almost Everything and Still Win Big - by Scott Adams | Derek Sivers,80,33,35,200,1,1
sive.rs/letmeknow,"What should I do when someone says, “Let me know what you think!” of their music? | Derek Sivers",46,33,14,200,0,0
sive.rs/nolimit,Never have a limit on your income. | Derek Sivers,84,33,28,200,0,0
m.sive.rs/SxSW-CharlesAlexander-10283905.mp4,,20,32,10,,0,0
sive.rs/book/PersonalDevelopmentForSmartPeople,Personal Development for Smart People - by Steve Pavlina | Derek Sivers,142,32,49,200,1,1
sive.rs/getting-past-it,,23,32,12,301,0,0
m.sive.rs/DEREK_SIVERS-Admit_It-1991-03.mp3,,20,32,10,,0,0
m.sive.rs/DerekSivers-UncommonSense-2-why.mp4,,17,32,8,,0,0
m.sive.rs/2015-10-DerekSivers-BoomersRock.mp3,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Mime_Circus_Quiet_Theme-1993-03.mp3,,20,32,10,,0,0
m.sive.rs/2015-08-DerekSivers-Productive.mp4,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Not_So_Far-1993-07.mp3,,20,32,10,,0,0
m.sive.rs/SxSW-MarioSevayega-10286354.mp4,,20,32,10,,0,0
m.sive.rs/2013-01-DerekSivers-TimConley.mp3,,20,32,10,,0,0
m.sive.rs/2014-02-DerekSivers-BobBaker.mp4,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Hit_Me_Greatest_Hits_Vol_17-04-Kiss_Me_Here.mp3,,20,32,10,,0,0
m.sive.rs/2016-03-DerekSivers-JamesAltucher.mp3,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-PingPongDream-1992-11.mp3,,20,32,10,,0,0
sive.rs/tori-sparks,,23,32,12,404,0,0
m.sive.rs/2015-09-DerekSivers-ArtOfAdventure.mp3,,20,32,10,,0,0
sive.rs/whystuck,,24,32,13,404,0,0
sive.rs/ie,,27,32,14,404,0,0
m.sive.rs/2015-10-DerekSivers-RobinZander.mp3,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Try_It_Try_It-1993-11.mp3,,20,32,10,,0,0
code.sive.rs/,Derek Sivers,34,32,8,200,13,16
m.sive.rs/DEREK_SIVERS-Lets_Stay_Like_This-1993-09.mp3,,20,32,10,,0,0
m.sive.rs/2011-06-DerekSivers-JaimeTardy.mp3,,20,32,10,,0,0
m.sive.rs/SxSW-MauryRosenberg-10286384.mp4,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Ready_to_Live-1997-01.mp3,,20,32,10,,0,0
m.sive.rs/DEREK_SIVERS-Definitely_Different-1989-08.mp3,,20,32,10,,0,0
m.sive.rs/SxSW-PaulCullen-10287505.mp4,,20,32,10,,0,0
m.sive.rs/2010-07-DerekSivers-RonnieOvergoor.mp4,,20,32,10,,0,0
